Fastanúmer;Svæði;Brunabótamat;Lóðamat;Fasteignamat2016;Fasteignamat2017
2236957;MosOgKjalarnes;32960000;3790000;33500000;37000000
2236958;MosOgKjalarnes;32800000;3810000;33950000;37750000
2236959;MosOgKjalarnes;33090000;3900000;34000000;37650000
2312303;MosOgKjalarnes;39810000;3370000;36100000;39400000
2312301;MosOgKjalarnes;35660000;3080000;33000000;36150000
2240848;MosOgKjalarnes;17550000;2500000;21500000;24200000
2240842;MosOgKjalarnes;21850000;2940000;24950000;28050000
2240847;MosOgKjalarnes;21800000;2980000;25550000;28650000
2240846;MosOgKjalarnes;21850000;2940000;24950000;28050000
2240845;MosOgKjalarnes;17400000;2460000;20850000;23550000
2240844;MosOgKjalarnes;16950000;2410000;20450000;23100000
2240850;MosOgKjalarnes;17550000;2500000;21500000;24200000
2081877;MosOgKjalarnes;22600000;3060000;23950000;27350000
2081878;MosOgKjalarnes;20650000;2820000;22050000;25200000
2081879;MosOgKjalarnes;22100000;2980000;23600000;26850000
2081880;MosOgKjalarnes;30100000;3780000;29950000;33900000
2083064;MosOgKjalarnes;33960000;3950000;33050000;36700000
2083063;MosOgKjalarnes;33150000;4110000;34250000;38300000
2083061;MosOgKjalarnes;27100000;3430000;28250000;31700000
2083062;MosOgKjalarnes;32660000;3830000;31950000;35450000
2083734;MosOgKjalarnes;20500000;2460000;19450000;21150000
2083713;MosOgKjalarnes;21350000;2460000;18300000;20250000
2084142;MosOgKjalarnes;22400000;2960000;23750000;25750000
2084550;MosOgKjalarnes;21800000;2530000;18950000;20800000
2084551;MosOgKjalarnes;33050000;3570000;27450000;29650000
2084554;MosOgKjalarnes;29300000;3220000;24950000;27400000
2251147;MosOgKjalarnes;24750000;1640000;20100000;21050000
2251146;MosOgKjalarnes;24750000;1640000;20100000;21050000
2254941;MosOgKjalarnes;18800000;2440000;21100000;23700000
2255664;MosOgKjalarnes;27900000;3230000;27700000;30950000
2255677;MosOgKjalarnes;21150000;2740000;23500000;26450000
2255675;MosOgKjalarnes;30500000;3570000;30600000;34100000
2255678;MosOgKjalarnes;17100000;2320000;19850000;22400000
2255679;MosOgKjalarnes;31450000;3650000;31300000;34900000
2255676;MosOgKjalarnes;27050000;3260000;27950000;31250000
2255673;MosOgKjalarnes;21550000;2690000;23050000;25850000
2255674;MosOgKjalarnes;18000000;2360000;20200000;22700000
2260130;MosOgKjalarnes;20450000;2700000;23950000;25900000
2260156;MosOgKjalarnes;31850000;3900000;34600000;36950000
2260154;MosOgKjalarnes;26500000;3380000;29500000;31750000
2260155;MosOgKjalarnes;23100000;2940000;26250000;28450000
2305869;MosOgKjalarnes;35120000;2870000;31900000;35050000
2305862;MosOgKjalarnes;27620000;2240000;24650000;27300000
2305863;MosOgKjalarnes;35120000;2870000;31250000;34400000
2264686;MosOgKjalarnes;17750000;1275000;15400000;16150000
2264687;MosOgKjalarnes;18050000;1250000;15050000;15800000
2264683;MosOgKjalarnes;14100000;1045000;12450000;13150000
2264685;MosOgKjalarnes;17600000;1255000;15000000;15800000
2264684;MosOgKjalarnes;14100000;1045000;12450000;13150000
2237661;MosOgKjalarnes;35370000;4090000;34900000;38600000
2237662;MosOgKjalarnes;26250000;3290000;28050000;31450000
2237970;MosOgKjalarnes;32150000;3800000;32300000;36150000
2237971;MosOgKjalarnes;32180000;3780000;32450000;35900000
2237973;MosOgKjalarnes;37030000;4200000;36050000;39800000
2237972;MosOgKjalarnes;28430000;3440000;29550000;32750000
2237969;MosOgKjalarnes;23400000;2970000;25850000;29100000
2272976;MosOgKjalarnes;28900000;2800000;27650000;30450000
2272968;MosOgKjalarnes;32455000;3240000;32950000;36200000
2272960;MosOgKjalarnes;32480000;3240000;32950000;36200000
2272959;MosOgKjalarnes;30780000;3170000;31900000;35150000
2272984;MosOgKjalarnes;31000000;2950000;28950000;31850000
2272967;MosOgKjalarnes;32455000;3240000;32950000;36200000
2272965;MosOgKjalarnes;30755000;3170000;31900000;35150000
2272982;MosOgKjalarnes;29300000;2770000;27800000;30600000
2272966;MosOgKjalarnes;30755000;3170000;31900000;35150000
2272961;MosOgKjalarnes;32480000;3240000;32950000;36200000
2272975;MosOgKjalarnes;27650000;2800000;28250000;31100000
2272983;MosOgKjalarnes;29750000;2770000;27850000;30650000
2277256;MosOgKjalarnes;27050000;3090000;28750000;32100000
2277257;MosOgKjalarnes;28700000;3380000;31300000;34800000
2277251;MosOgKjalarnes;24100000;3240000;29200000;32550000
2277250;MosOgKjalarnes;28650000;3390000;31450000;35000000
2277252;MosOgKjalarnes;23450000;3090000;27850000;31100000
2277253;MosOgKjalarnes;24400000;3260000;29300000;32650000
2277254;MosOgKjalarnes;28500000;3710000;33350000;37100000
2277255;MosOgKjalarnes;31650000;3990000;35900000;39850000
2251144;MosOgKjalarnes;22100000;1545000;19200000;20100000
2251145;MosOgKjalarnes;22100000;1545000;19200000;20100000
2279088;MosOgKjalarnes;36900000;4270000;40200000;44550000
2254931;MosOgKjalarnes;32310000;3660000;31400000;34650000
2279782;MosOgKjalarnes;31020000;3520000;33450000;37350000
2279785;MosOgKjalarnes;33570000;3810000;36100000;40250000
2279783;MosOgKjalarnes;27170000;3120000;29800000;33400000
2279784;MosOgKjalarnes;31270000;3500000;33300000;37200000
2279781;MosOgKjalarnes;33220000;3760000;35700000;39850000
2255449;MosOgKjalarnes;17400000;2320000;19950000;22550000
2255447;MosOgKjalarnes;26400000;3260000;28050000;31450000
2255446;MosOgKjalarnes;34190000;3960000;34100000;37700000
2255448;MosOgKjalarnes;21150000;2740000;23600000;26600000
2255452;MosOgKjalarnes;28800000;3310000;28800000;31850000
2255699;MosOgKjalarnes;20900000;2740000;23750000;26600000
2255700;MosOgKjalarnes;16200000;2320000;20550000;23050000
2255694;MosOgKjalarnes;26000000;3230000;27700000;30950000
2255680;MosOgKjalarnes;27450000;3290000;28500000;31750000
2255701;MosOgKjalarnes;31600000;3650000;31650000;35150000
2260132;MosOgKjalarnes;22900000;2940000;25700000;27750000
2260148;MosOgKjalarnes;24250000;3160000;27950000;30150000
2260134;MosOgKjalarnes;22900000;2940000;25700000;27750000
2260133;MosOgKjalarnes;15650000;2120000;18550000;20250000
2260147;MosOgKjalarnes;20200000;2700000;23950000;25900000
2260149;MosOgKjalarnes;22650000;2940000;25700000;27750000
2260150;MosOgKjalarnes;15600000;2130000;18600000;20300000
2261203;MosOgKjalarnes;18300000;2450000;21450000;24100000
2261159;MosOgKjalarnes;22550000;2800000;24200000;27100000
2261204;MosOgKjalarnes;21900000;2870000;25150000;28100000
2265303;MosOgKjalarnes;17750000;1250000;15200000;15950000
2265304;MosOgKjalarnes;17750000;1250000;15200000;15950000
2265305;MosOgKjalarnes;18050000;1275000;15500000;16300000
2266738;MosOgKjalarnes;21700000;2850000;25150000;28100000
2266702;MosOgKjalarnes;18050000;2450000;21650000;24400000
2266733;MosOgKjalarnes;22450000;2860000;25000000;28000000
2266739;MosOgKjalarnes;25300000;3290000;29000000;32300000
2266735;MosOgKjalarnes;23050000;3070000;27100000;30200000
2266698;MosOgKjalarnes;18400000;2360000;20800000;23450000
2266700;MosOgKjalarnes;25100000;3210000;28300000;31650000
2266737;MosOgKjalarnes;17400000;2370000;20950000;23500000
2266754;MosOgKjalarnes;26500000;3310000;28950000;32350000
2266736;MosOgKjalarnes;17750000;2430000;21500000;24100000
2266755;MosOgKjalarnes;24100000;3070000;27100000;30200000
2266734;MosOgKjalarnes;26000000;3310000;28950000;32350000
2266699;MosOgKjalarnes;21900000;2840000;25000000;28050000
2266701;MosOgKjalarnes;23100000;3070000;27050000;30400000
2266759;MosOgKjalarnes;26150000;3290000;29000000;32300000
2266756;MosOgKjalarnes;18200000;2430000;21500000;24100000
2267699;MosOgKjalarnes;31310000;3500000;32650000;36500000
2267700;MosOgKjalarnes;34810000;3810000;35450000;39550000
2270714;MosOgKjalarnes;21500000;2830000;24950000;27950000
2270710;MosOgKjalarnes;25200000;3200000;28200000;31450000
2270713;MosOgKjalarnes;17750000;2410000;21200000;23850000
2270715;MosOgKjalarnes;25550000;3250000;28650000;32000000
2270712;MosOgKjalarnes;21500000;2820000;24850000;27850000
2270711;MosOgKjalarnes;25550000;3250000;28650000;32000000
2270820;MosOgKjalarnes;35380000;3110000;31000000;34200000
2270719;MosOgKjalarnes;22450000;2840000;25350000;28300000
2270835;MosOgKjalarnes;36540000;3220000;33200000;36550000
2270824;MosOgKjalarnes;37660000;3330000;33150000;36500000
2270827;MosOgKjalarnes;35090000;3160000;31500000;34700000
2270825;MosOgKjalarnes;35470000;3120000;31050000;34300000
2270717;MosOgKjalarnes;22250000;2820000;25100000;28050000
2270822;MosOgKjalarnes;35280000;3140000;31300000;34500000
2270828;MosOgKjalarnes;35750000;3140000;31300000;34500000
2270718;MosOgKjalarnes;18350000;2420000;21550000;24150000
2270833;MosOgKjalarnes;35980000;3150000;31350000;34550000
2270834;MosOgKjalarnes;38130000;3350000;33350000;36700000
2270826;MosOgKjalarnes;44520000;3610000;38200000;41900000
2270716;MosOgKjalarnes;26750000;3270000;29150000;32450000
2270882;MosOgKjalarnes;36710000;3270000;32500000;35750000
2270886;MosOgKjalarnes;34860000;3100000;30850000;34050000
2270891;MosOgKjalarnes;33960000;3100000;30850000;34050000
2270889;MosOgKjalarnes;35730000;3160000;31500000;34700000
2270901;MosOgKjalarnes;33680000;3100000;32400000;35650000
2270884;MosOgKjalarnes;35630000;3150000;31350000;34550000
2270888;MosOgKjalarnes;35410000;3130000;31200000;34400000
2270890;MosOgKjalarnes;42060000;3620000;36800000;40400000
2270892;MosOgKjalarnes;31800000;3280000;32600000;35900000
2270899;MosOgKjalarnes;27900000;2800000;28250000;31200000
2270896;MosOgKjalarnes;36190000;3220000;32150000;35400000
2270903;MosOgKjalarnes;32530000;2970000;30700000;33900000
2270883;MosOgKjalarnes;35980000;3220000;32050000;35300000
2270902;MosOgKjalarnes;28500000;2880000;29350000;32300000
2270900;MosOgKjalarnes;25650000;2630000;26500000;29350000
2270898;MosOgKjalarnes;36190000;3220000;33200000;36550000
2270887;MosOgKjalarnes;36710000;3260000;32500000;35750000
2271461;MosOgKjalarnes;28900000;2770000;27500000;30400000
2271459;MosOgKjalarnes;30950000;2970000;29500000;32500000
2271460;MosOgKjalarnes;28800000;2770000;26900000;29750000
2272958;MosOgKjalarnes;30780000;3170000;31900000;35150000
2290654;MosOgKjalarnes;28250000;2750000;28650000;31600000
2290655;MosOgKjalarnes;30200000;2990000;31050000;34200000
2290656;MosOgKjalarnes;38600000;3660000;37850000;41500000
2290658;MosOgKjalarnes;32250000;2990000;31700000;34900000
2290657;MosOgKjalarnes;39800000;3610000;38050000;41750000
2277154;MosOgKjalarnes;33207000;3170000;31900000;35150000
2277156;MosOgKjalarnes;35107000;3240000;32950000;36200000
2277157;MosOgKjalarnes;35307000;3240000;32950000;36200000
2277155;MosOgKjalarnes;34407000;3170000;31900000;35150000
2277151;MosOgKjalarnes;31850000;3140000;33350000;36600000
2277236;MosOgKjalarnes;29450000;3340000;30600000;34150000
2277237;MosOgKjalarnes;28450000;3270000;29950000;33450000
2277239;MosOgKjalarnes;32600000;3650000;33350000;37200000
2277238;MosOgKjalarnes;32100000;3670000;33500000;37350000
2277240;MosOgKjalarnes;34900000;3930000;35800000;39850000
2277248;MosOgKjalarnes;26800000;3040000;27950000;31350000
2277249;MosOgKjalarnes;29300000;3370000;30900000;34550000
2277489;MosOgKjalarnes;31980000;3700000;34850000;38750000
2277494;MosOgKjalarnes;32280000;3760000;35400000;39400000
2277502;MosOgKjalarnes;29530000;3520000;32500000;36300000
2277495;MosOgKjalarnes;26900000;3510000;31500000;35200000
2277506;MosOgKjalarnes;26880000;3120000;29500000;33100000
2277491;MosOgKjalarnes;26180000;3030000;28150000;31500000
2277498;MosOgKjalarnes;32230000;3780000;35600000;39650000
2277500;MosOgKjalarnes;29480000;3510000;32450000;36250000
2277505;MosOgKjalarnes;30380000;3520000;33150000;37000000
2277496;MosOgKjalarnes;23150000;3120000;28050000;31450000
2277501;MosOgKjalarnes;23300000;3120000;28050000;31500000
2277503;MosOgKjalarnes;32280000;3760000;34700000;38700000
2277499;MosOgKjalarnes;31730000;3750000;34550000;38550000
2277492;MosOgKjalarnes;28350000;3450000;30950000;34550000
2277504;MosOgKjalarnes;32930000;3760000;36150000;40300000
2277493;MosOgKjalarnes;31830000;3690000;34050000;37900000
2277490;MosOgKjalarnes;26900000;3450000;31000000;34550000
2277508;MosOgKjalarnes;38560000;3810000;36550000;40750000
2277507;MosOgKjalarnes;31030000;3500000;33700000;37600000
2278733;MosOgKjalarnes;39640000;3950000;36300000;40350000
2278732;MosOgKjalarnes;32140000;3220000;29850000;33350000
2278734;MosOgKjalarnes;33640000;3450000;31850000;35550000
2278731;MosOgKjalarnes;34940000;3460000;31950000;35650000
2278736;MosOgKjalarnes;24600000;3000000;26900000;30200000
2278739;MosOgKjalarnes;27900000;3260000;29600000;33000000
2278735;MosOgKjalarnes;31740000;3270000;30300000;33900000
2278741;MosOgKjalarnes;29100000;3490000;31700000;35250000
2278737;MosOgKjalarnes;34040000;3500000;32300000;36050000
2278740;MosOgKjalarnes;27200000;3150000;28600000;31850000
2278738;MosOgKjalarnes;34340000;3510000;32850000;36500000
2279086;MosOgKjalarnes;34150000;3940000;36700000;40800000
2279777;MosOgKjalarnes;29970000;3510000;32750000;36600000
2279768;MosOgKjalarnes;26120000;3030000;28400000;31800000
2279767;MosOgKjalarnes;26700000;3450000;32000000;35650000
2279780;MosOgKjalarnes;32420000;3760000;35050000;39050000
2279779;MosOgKjalarnes;30120000;3520000;33550000;37400000
2279778;MosOgKjalarnes;23650000;3120000;28350000;31800000
2298827;MosOgKjalarnes;11900000;1930000;13850000;15350000
2298826;MosOgKjalarnes;15050000;2320000;16700000;18400000
2298828;MosOgKjalarnes;15450000;2330000;16750000;18450000
2298903;MosOgKjalarnes;26250000;3280000;30350000;32550000
2298905;MosOgKjalarnes;26250000;3290000;30500000;32700000
2298902;MosOgKjalarnes;25800000;3290000;30150000;32450000
2298904;MosOgKjalarnes;25400000;3220000;29750000;31950000
2298901;MosOgKjalarnes;25000000;3220000;29450000;31700000
2302025;MosOgKjalarnes;27350000;3030000;27750000;29900000
2302031;MosOgKjalarnes;27100000;3000000;28000000;30150000
2302027;MosOgKjalarnes;27700000;3070000;28050000;30200000
2302022;MosOgKjalarnes;26000000;2910000;26600000;28700000
2302030;MosOgKjalarnes;26150000;2880000;26900000;29000000
2302028;MosOgKjalarnes;26150000;2880000;26850000;28950000
2302024;MosOgKjalarnes;25750000;2870000;26300000;28350000
2302026;MosOgKjalarnes;25900000;2880000;26300000;28400000
2302029;MosOgKjalarnes;26350000;2890000;27000000;29100000
2302023;MosOgKjalarnes;27350000;3030000;27800000;29900000
2283244;MosOgKjalarnes;31990000;3490000;32250000;36000000
2283243;MosOgKjalarnes;23150000;2970000;26650000;29900000
2283249;MosOgKjalarnes;25500000;3270000;29700000;33100000
2283238;MosOgKjalarnes;26150000;3380000;30300000;33900000
2283248;MosOgKjalarnes;37340000;3980000;37050000;41050000
2283242;MosOgKjalarnes;29590000;3260000;30200000;33750000
2283239;MosOgKjalarnes;28090000;3020000;28050000;31400000
2283245;MosOgKjalarnes;29540000;3370000;31500000;35050000
2283250;MosOgKjalarnes;24500000;3140000;28550000;31900000
2283240;MosOgKjalarnes;31550000;3790000;34050000;38000000
2283241;MosOgKjalarnes;37340000;4030000;37050000;41250000
2283251;MosOgKjalarnes;33040000;3480000;32500000;36150000
2304739;MosOgKjalarnes;28950000;2740000;27400000;30250000
2284894;MosOgKjalarnes;35150000;3560000;36200000;39750000
2304741;MosOgKjalarnes;38850000;3400000;33950000;37250000
2304738;MosOgKjalarnes;32250000;2970000;29650000;32600000
2287793;MosOgKjalarnes;26350000;3100000;29050000;32350000
2287791;MosOgKjalarnes;35610000;3520000;32850000;36600000
2287792;MosOgKjalarnes;35310000;3480000;32850000;36500000
2287789;MosOgKjalarnes;29700000;3500000;31700000;35400000
2287794;MosOgKjalarnes;35360000;3490000;32900000;36550000
2306328;MosOgKjalarnes;39180000;3270000;33400000;36250000
2290640;MosOgKjalarnes;28400000;2830000;28900000;32100000
2290639;MosOgKjalarnes;31800000;3090000;32100000;35450000
2290689;MosOgKjalarnes;31100000;3090000;31200000;34600000
2290691;MosOgKjalarnes;23200000;2400000;23700000;26350000
2290694;MosOgKjalarnes;24300000;2400000;23950000;26550000
2290695;MosOgKjalarnes;31400000;2920000;29900000;32800000
2290692;MosOgKjalarnes;29900000;2900000;29350000;32350000
2290645;MosOgKjalarnes;30250000;3000000;31150000;34300000
2290653;MosOgKjalarnes;28100000;2720000;28350000;31300000
2290652;MosOgKjalarnes;30450000;3000000;31250000;34400000
2290688;MosOgKjalarnes;23950000;2540000;25100000;28050000
2290690;MosOgKjalarnes;30150000;2910000;29450000;32500000
2290646;MosOgKjalarnes;27800000;2720000;27700000;30650000
2290693;MosOgKjalarnes;31300000;2910000;29800000;32700000
2312306;MosOgKjalarnes;43610000;3660000;39050000;42600000
2312305;MosOgKjalarnes;41260000;3450000;36100000;39500000
2298897;MosOgKjalarnes;25500000;3210000;29350000;31500000
2298898;MosOgKjalarnes;24700000;3130000;28650000;30750000
2298899;MosOgKjalarnes;23000000;2940000;26900000;28950000
2298830;MosOgKjalarnes;25700000;3460000;27100000;29600000
2298900;MosOgKjalarnes;25800000;3280000;30050000;32350000
2301999;MosOgKjalarnes;25800000;2830000;25900000;27900000
2301998;MosOgKjalarnes;26000000;2850000;26100000;28050000
2302000;MosOgKjalarnes;26100000;2850000;26100000;28100000
2301997;MosOgKjalarnes;26050000;2880000;26350000;28350000
2302006;MosOgKjalarnes;26050000;2880000;26350000;28400000
2302009;MosOgKjalarnes;26100000;2920000;26750000;28850000
2302014;MosOgKjalarnes;26550000;2940000;26950000;29050000
2302020;MosOgKjalarnes;26150000;2890000;26400000;28450000
2302019;MosOgKjalarnes;27050000;2960000;27100000;29200000
2302013;MosOgKjalarnes;27450000;3040000;27850000;30000000
2302021;MosOgKjalarnes;26350000;2940000;26950000;29000000
2302010;MosOgKjalarnes;26100000;2910000;26650000;28750000
2302003;MosOgKjalarnes;25800000;2850000;26050000;28050000
2302008;MosOgKjalarnes;25850000;2870000;26200000;28300000
2302007;MosOgKjalarnes;26050000;2880000;26350000;28400000
2302011;MosOgKjalarnes;27350000;3030000;27700000;29850000
2302018;MosOgKjalarnes;26050000;2880000;26350000;28400000
2302012;MosOgKjalarnes;25850000;2880000;26350000;28400000
2302004;MosOgKjalarnes;26300000;2930000;26800000;28900000
2302005;MosOgKjalarnes;26250000;2890000;26500000;28550000
2319512;MosOgKjalarnes;34700000;2470000;23200000;26050000
2319514;MosOgKjalarnes;34600000;2450000;23100000;25900000
2319511;MosOgKjalarnes;34500000;2450000;23050000;25850000
2319513;MosOgKjalarnes;34750000;2470000;23250000;26100000
2304745;MosOgKjalarnes;38300000;3460000;35300000;38750000
2304744;MosOgKjalarnes;28900000;2740000;27400000;30250000
2304749;MosOgKjalarnes;28450000;2740000;27700000;30450000
2304746;MosOgKjalarnes;39100000;3460000;34550000;37950000
2304748;MosOgKjalarnes;38030000;3440000;34700000;37650000
2305855;MosOgKjalarnes;47020000;3620000;41850000;45500000
2306323;MosOgKjalarnes;31100000;2860000;29200000;32100000
2307122;MosOgKjalarnes;37380000;2910000;31000000;34100000
2307127;MosOgKjalarnes;32380000;2470000;25900000;28650000
2307137;MosOgKjalarnes;39730000;3070000;32600000;35800000
2307128;MosOgKjalarnes;39980000;3070000;32600000;35800000
2307135;MosOgKjalarnes;32380000;2470000;25900000;28650000
2307130;MosOgKjalarnes;39680000;3060000;32500000;35750000
2307133;MosOgKjalarnes;39880000;3080000;32650000;35900000
2307138;MosOgKjalarnes;39880000;3070000;32650000;35850000
2307136;MosOgKjalarnes;40080000;3080000;32650000;35850000
2307129;MosOgKjalarnes;40580000;3080000;32700000;35900000
2083070;MosOgKjalarnes;32250000;4030000;32850000;36800000
2083071;MosOgKjalarnes;29350000;3600000;30700000;34250000
